take,bite_id,event,motive_frame,natnet_timestamp_s,annotated_at
trial_0019,18,withdrawal_start,23317,2162.579000000,2026-08-31T12:57:51+01:00
trial_0019,18,withdrawal_end,23427,2163.679000000,2026-08-31T12:57:53+01:00
trial_0019,19,transfer_start,24712,2176.529000000,2026-08-31T12:58:19+01:00
trial_0019,19,transfer_end,24854,2177.948000000,2026-08-31T12:58:25+01:00
trial_0019,19,withdrawal_start,24874,2178.148000000,2026-08-31T12:58:34+01:00
trial_0019,19,withdrawal_end,24970,2179.108000000,2026-08-31T12:58:37+01:00
trial_0019,20,transfer_start,26044,2189.848000000,2026-08-31T12:58:47+01:00
trial_0019,20,transfer_end,26228,2191.687000000,2026-08-31T12:58:51+01:00
trial_0019,20,withdrawal_start,26229,2191.697000000,2026-08-31T12:58:58+01:00
trial_0019,20,withdrawal_end,26363,2193.037000000,2026-08-31T12:59:01+01:00
trial_0019,21,transfer_start,27289,2202.297000000,2026-08-31T12:59:18+01:00
trial_0019,21,transfer_end,27466,2204.067000000,2026-08-31T12:59:21+01:00
trial_0019,21,withdrawal_start,27492,2204.327000000,2026-08-31T12:59:26+01:00
trial_0019,21,withdrawal_end,27607,2205.476000000,2026-08-31T12:59:28+01:00
trial_0019,22,transfer_start,28386,2213.266000000,2026-08-31T12:59:41+01:00
trial_0019,22,transfer_end,28525,2214.656000000,2026-08-31T12:59:50+01:00
trial_0019,22,withdrawal_start,28568,2215.086000000,2026-08-31T12:59:52+01:00
trial_0019,22,withdrawal_end,28675,2216.156000000,2026-08-31T12:59:55+01:00
trial_0019,23,transfer_start,29567,2225.075000000,2026-08-31T13:00:43+01:00
trial_0019,23,transfer_end,29706,2226.465000000,2026-08-31T13:00:46+01:00
trial_0019,23,withdrawal_start,29739,2226.795000000,2026-08-31T13:00:53+01:00
trial_0019,23,withdrawal_end,29851,2227.915000000,2026-08-31T13:00:55+01:00
trial_0019,24,transfer_start,31073,2240.134000000,2026-08-31T13:01:16+01:00
trial_0019,24,transfer_end,31223,2241.634000000,2026-08-31T13:01:19+01:00
trial_0019,24,withdrawal_start,31268,2242.084000000,2026-08-31T13:01:23+01:00
trial_0019,24,withdrawal_end,31380,2243.204000000,2026-08-31T13:01:25+01:00
trial_0019,25,transfer_start,32394,2253.343000000,2026-08-31T13:01:36+01:00
trial_0019,25,transfer_end,32677,2256.173000000,2026-08-31T13:01:40+01:00
trial_0019,25,withdrawal_start,32719,2256.593000000,2026-08-31T13:01:44+01:00
trial_0019,25,withdrawal_end,32826,2257.663000000,2026-08-31T13:01:47+01:00
trial_0019,26,transfer_start,34117,2270.572000000,2026-08-31T13:02:40+01:00
trial_0019,26,transfer_end,34265,2272.052000000,2026-08-31T13:02:43+01:00
trial_0019,26,withdrawal_start,34339,2272.792000000,2026-08-31T13:02:46+01:00
trial_0019,26,withdrawal_end,34458,2273.982000000,2026-08-31T13:02:48+01:00
