take,bite_id,event,motive_frame,natnet_timestamp_s,annotated_at
trial_0020,7,transfer_start,12143,4526.294000000,2026-08-31T13:07:20+01:00
trial_0020,7,transfer_end,12255,4527.414000000,2026-08-31T13:07:23+01:00
trial_0020,7,withdrawal_start,12318,4528.043000000,2026-08-31T13:07:26+01:00
trial_0020,7,withdrawal_end,12415,4529.013000000,2026-08-31T13:07:28+01:00
trial_0020,8,transfer_start,13051,4535.373000000,2026-08-31T13:07:39+01:00
trial_0020,8,transfer_end,13192,4536.783000000,2026-08-31T13:07:46+01:00
trial_0020,8,withdrawal_start,13221,4537.073000000,2026-08-31T13:07:56+01:00
trial_0020,8,withdrawal_end,13320,4538.063000000,2026-08-31T13:07:58+01:00
trial_0020,9,transfer_start,13938,4544.242000000,2026-08-31T13:08:17+01:00
trial_0020,9,transfer_end,14068,4545.542000000,2026-08-31T13:08:20+01:00
trial_0020,9,withdrawal_start,14068,4545.542000000,2026-08-31T13:08:26+01:00
trial_0020,9,withdrawal_end,14178,4546.642000000,2026-08-31T13:08:28+01:00
trial_0020,10,transfer_start,14619,4551.052000000,2026-08-31T13:08:55+01:00
trial_0020,10,transfer_end,14765,4552.512000000,2026-08-31T13:09:01+01:00
trial_0020,10,withdrawal_start,14821,4553.072000000,2026-08-31T13:09:10+01:00
trial_0020,10,withdrawal_end,14922,4554.082000000,2026-08-31T13:09:12+01:00
trial_0020,11,transfer_start,15712,4561.981000000,2026-08-31T13:09:20+01:00
trial_0020,11,transfer_end,15873,4563.591000000,2026-08-31T13:09:35+01:00
trial_0020,11,withdrawal_start,15885,4563.711000000,2026-08-31T13:09:44+01:00
trial_0020,11,withdrawal_end,15984,4564.701000000,2026-08-31T13:09:46+01:00
trial_0020,12,transfer_start,16583,4570.691000000,2026-08-31T13:10:10+01:00
trial_0020,12,transfer_end,16702,4571.880000000,2026-08-31T13:10:12+01:00
trial_0020,12,withdrawal_start,16737,4572.230000000,2026-08-31T13:10:17+01:00
trial_0020,12,withdrawal_end,16860,4573.460000000,2026-08-31T13:10:20+01:00
trial_0020,13,transfer_start,18546,4590.319000000,2026-08-31T13:10:56+01:00
trial_0020,13,transfer_end,18688,4591.739000000,2026-08-31T13:10:58+01:00
trial_0020,13,withdrawal_start,18705,4591.909000000,2026-08-31T13:11:04+01:00
trial_0020,13,withdrawal_end,18853,4593.389000000,2026-08-31T13:11:09+01:00
trial_0020,14,transfer_start,20099,4605.848000000,2026-08-31T13:11:29+01:00
trial_0020,14,transfer_end,20247,4607.328000000,2026-08-31T13:12:21+01:00
trial_0020,14,withdrawal_start,20271,4607.568000000,2026-08-31T13:12:37+01:00
trial_0020,14,withdrawal_end,20387,4608.728000000,2026-08-31T13:12:40+01:00
trial_0020,15,transfer_start,22041,4625.267000000,2026-08-31T13:13:05+01:00
trial_0020,15,transfer_end,22363,4628.487000000,2026-08-31T13:13:18+01:00
trial_0020,15,withdrawal_start,22401,4628.866000000,2026-08-31T13:13:28+01:00
trial_0020,15,withdrawal_end,22504,4629.896000000,2026-08-31T13:13:31+01:00
trial_0020,16,transfer_start,29501,4699.862000000,2026-08-31T13:14:11+01:00
trial_0020,16,transfer_end,29663,4701.481000000,2026-08-31T13:14:27+01:00
trial_0020,16,withdrawal_start,29704,4701.891000000,2026-08-31T13:14:58+01:00
trial_0020,16,withdrawal_end,29798,4702.831000000,2026-08-31T13:15:10+01:00
trial_0020,17,transfer_start,32182,4726.670000000,2026-08-31T13:16:27+01:00
trial_0020,17,transfer_end,32301,4727.860000000,2026-08-31T13:16:34+01:00
trial_0020,17,withdrawal_start,32336,4728.210000000,2026-08-31T13:16:45+01:00
trial_0020,17,withdrawal_end,32439,4729.240000000,2026-08-31T13:16:47+01:00
trial_0020,18,transfer_start,34746,4752.308000000,2026-08-31T13:17:13+01:00
trial_0020,18,transfer_end,34946,4754.308000000,2026-08-31T13:17:17+01:00
trial_0020,18,withdrawal_start,34965,4754.498000000,2026-08-31T13:17:25+01:00
trial_0020,18,withdrawal_end,35072,4755.568000000,2026-08-31T13:17:27+01:00
trial_0020,19,transfer_start,36384,4768.687000000,2026-08-31T13:18:14+01:00
trial_0020,19,transfer_end,36483,4769.677000000,2026-08-31T13:18:44+01:00
trial_0020,19,withdrawal_start,36527,4770.117000000,2026-08-31T13:18:49+01:00
trial_0020,19,withdrawal_end,36616,4771.007000000,2026-08-31T13:18:51+01:00
