take,bite_id,event,motive_frame,natnet_timestamp_s,annotated_at
trial_0015,13,withdrawal_end,13334,2895.329000000,2026-08-31T11:42:28+01:00
trial_0015,14,transfer_start,14397,2905.958000000,2026-08-31T11:42:50+01:00
trial_0015,14,transfer_end,14512,2907.108000000,2026-08-31T11:42:54+01:00
trial_0015,14,withdrawal_start,14544,2907.428000000,2026-08-31T11:43:00+01:00
trial_0015,14,withdrawal_end,14681,2908.798000000,2026-08-31T11:43:02+01:00
trial_0015,15,transfer_start,15715,2919.137000000,2026-08-31T11:43:20+01:00
trial_0015,15,transfer_end,15824,2920.227000000,2026-08-31T11:43:24+01:00
trial_0015,15,withdrawal_start,15865,2920.637000000,2026-08-31T11:43:35+01:00
trial_0015,15,withdrawal_end,16033,2922.317000000,2026-08-31T11:43:38+01:00
trial_0015,16,transfer_start,17090,2932.886000000,2026-08-31T11:44:13+01:00
trial_0015,16,transfer_end,17245,2934.436000000,2026-08-31T11:44:20+01:00
trial_0015,16,withdrawal_start,17285,2934.836000000,2026-08-31T11:44:22+01:00
trial_0015,16,withdrawal_end,17440,2936.386000000,2026-08-31T11:44:25+01:00
trial_0015,17,transfer_start,18318,2945.165000000,2026-08-31T11:44:48+01:00
trial_0015,17,transfer_end,18477,2946.755000000,2026-08-31T11:44:56+01:00
trial_0015,17,withdrawal_start,18510,2947.085000000,2026-08-31T11:45:09+01:00
trial_0015,17,withdrawal_end,18687,2948.855000000,2026-08-31T11:45:12+01:00
trial_0015,18,transfer_start,19527,2957.254000000,2026-08-31T11:45:50+01:00
trial_0015,18,transfer_end,19677,2958.754000000,2026-08-31T11:45:53+01:00
trial_0015,18,withdrawal_start,19719,2959.174000000,2026-08-31T11:46:00+01:00
trial_0015,18,withdrawal_end,19896,2960.944000000,2026-08-31T11:46:04+01:00
trial_0015,19,transfer_start,20623,2968.213000000,2026-08-31T11:46:17+01:00
trial_0015,19,transfer_end,20807,2970.053000000,2026-08-31T11:46:21+01:00
trial_0015,19,withdrawal_start,20855,2970.533000000,2026-08-31T11:46:25+01:00
trial_0015,19,withdrawal_end,21003,2972.013000000,2026-08-31T11:46:28+01:00
