take,bite_id,event,motive_frame,natnet_timestamp_s,annotated_at
trial_0012,1,transfer_start,315,2444.037000000,2026-08-31T10:15:48+01:00
trial_0012,1,transfer_end,458,2445.467000000,2026-08-31T10:18:29+01:00
trial_0012,1,withdrawal_start,547,2446.357000000,2026-08-31T10:18:49+01:00
trial_0012,1,withdrawal_end,648,2447.366000000,2026-08-31T10:19:00+01:00
trial_0012,2,transfer_start,2177,2462.655000000,2026-08-31T10:19:36+01:00
trial_0012,2,transfer_end,2364,2464.525000000,2026-08-31T10:21:27+01:00
trial_0012,2,withdrawal_start,2406,2464.945000000,2026-08-31T10:21:39+01:00
trial_0012,2,withdrawal_end,2518,2466.065000000,2026-08-31T10:22:02+01:00
trial_0012,3,transfer_start,4009,2480.974000000,2026-08-31T10:22:50+01:00
trial_0012,3,transfer_end,4154,2482.424000000,2026-08-31T10:24:46+01:00
trial_0012,3,withdrawal_start,4206,2482.944000000,2026-08-31T10:25:17+01:00
trial_0012,3,withdrawal_end,4304,2483.924000000,2026-08-31T10:25:24+01:00
trial_0012,4,transfer_start,5473,2495.613000000,2026-08-31T10:25:47+01:00
trial_0012,4,transfer_end,5619,2497.073000000,2026-08-31T10:26:57+01:00
trial_0012,4,withdrawal_start,5658,2497.463000000,2026-08-31T10:27:10+01:00
trial_0012,4,withdrawal_end,5797,2498.852000000,2026-08-31T10:27:14+01:00
trial_0012,5,transfer_start,7031,2511.191000000,2026-08-31T10:27:38+01:00
trial_0012,5,transfer_end,7152,2512.401000000,2026-08-31T10:27:49+01:00
trial_0012,5,withdrawal_start,7214,2513.021000000,2026-08-31T10:27:56+01:00
trial_0012,5,withdrawal_end,7350,2514.381000000,2026-08-31T10:28:00+01:00
trial_0012,6,transfer_start,8219,2523.071000000,2026-08-31T10:28:23+01:00
trial_0012,6,transfer_end,8375,2524.630000000,2026-08-31T10:30:07+01:00
trial_0012,6,withdrawal_start,8418,2525.060000000,2026-08-31T10:31:42+01:00
trial_0012,6,withdrawal_end,8548,2526.360000000,2026-08-31T10:32:12+01:00
trial_0012,7,transfer_start,9752,2538.399000000,2026-08-31T10:32:33+01:00
trial_0012,7,transfer_end,9884,2539.719000000,2026-08-31T10:33:23+01:00
trial_0012,7,withdrawal_start,9923,2540.109000000,2026-08-31T10:33:42+01:00
trial_0012,7,withdrawal_end,10062,2541.499000000,2026-08-31T10:33:50+01:00
trial_0012,8,transfer_start,12392,2564.797000000,2026-08-31T10:41:10+01:00
trial_0012,8,transfer_end,12559,2566.467000000,2026-08-31T10:41:21+01:00
trial_0012,8,withdrawal_start,12623,2567.107000000,2026-08-31T10:41:33+01:00
trial_0012,8,withdrawal_end,12720,2568.077000000,2026-08-31T10:41:43+01:00
trial_0012,9,transfer_start,13620,2577.076000000,2026-08-31T10:42:25+01:00
trial_0012,9,transfer_end,13861,2579.486000000,2026-08-31T10:42:49+01:00
trial_0012,9,withdrawal_start,13902,2579.896000000,2026-08-31T10:43:00+01:00
trial_0012,9,withdrawal_end,14039,2581.266000000,2026-08-31T10:43:04+01:00
trial_0012,10,transfer_start,15168,2592.555000000,2026-08-31T10:43:24+01:00
trial_0012,10,transfer_end,15319,2594.065000000,2026-08-31T10:43:34+01:00
trial_0012,10,withdrawal_start,15383,2594.705000000,2026-08-31T10:43:43+01:00
trial_0012,10,withdrawal_end,15481,2595.685000000,2026-08-31T10:43:58+01:00
trial_0012,11,transfer_start,16651,2607.384000000,2026-08-31T10:44:13+01:00
trial_0012,11,transfer_end,16855,2609.424000000,2026-08-31T10:44:41+01:00
trial_0012,11,withdrawal_start,16908,2609.954000000,2026-08-31T10:44:51+01:00
trial_0012,11,withdrawal_end,17082,2611.694000000,2026-08-31T10:44:59+01:00
trial_0012,12,transfer_start,17919,2620.063000000,2026-08-31T10:45:35+01:00
trial_0012,12,transfer_end,18098,2621.853000000,2026-08-31T10:45:41+01:00
trial_0012,12,withdrawal_start,18129,2622.163000000,2026-08-31T10:45:51+01:00
trial_0012,12,withdrawal_end,18225,2623.123000000,2026-08-31T10:46:01+01:00
trial_0012,13,transfer_start,19456,2635.432000000,2026-08-31T10:46:20+01:00
trial_0012,13,transfer_end,19659,2637.462000000,2026-08-31T10:46:33+01:00
trial_0012,13,withdrawal_start,19729,2638.162000000,2026-08-31T10:46:40+01:00
trial_0012,13,withdrawal_end,19848,2639.351000000,2026-08-31T10:46:52+01:00
trial_0012,14,transfer_start,22036,2661.230000000,2026-08-31T10:47:20+01:00
trial_0012,14,transfer_end,22211,2662.980000000,2026-08-31T10:47:27+01:00
trial_0012,14,withdrawal_start,22258,2663.450000000,2026-08-31T10:47:38+01:00
trial_0012,14,withdrawal_end,22382,2664.689000000,2026-08-31T10:47:51+01:00
trial_0012,15,transfer_start,23879,2679.658000000,2026-08-31T10:48:06+01:00
trial_0012,15,transfer_end,24029,2681.158000000,2026-08-31T10:48:12+01:00
trial_0012,15,withdrawal_start,24086,2681.728000000,2026-08-31T10:48:18+01:00
trial_0012,15,withdrawal_end,24200,2682.868000000,2026-08-31T10:48:30+01:00
