take,bite_id,event,motive_frame,natnet_timestamp_s,annotated_at
trial_0014,6,withdrawal_end,14109,103979.837000000,2026-08-31T11:21:33+01:00
trial_0014,7,transfer_start,15953,103998.276000000,2026-08-31T11:21:56+01:00
trial_0014,7,transfer_end,16063,103999.376000000,2026-08-31T11:22:01+01:00
trial_0014,7,withdrawal_start,16142,104000.166000000,2026-08-31T11:22:07+01:00
trial_0014,7,withdrawal_end,16227,104001.016000000,2026-08-31T11:22:09+01:00
trial_0014,8,transfer_start,17522,104013.965000000,2026-08-31T11:22:23+01:00
trial_0014,8,transfer_end,17615,104014.895000000,2026-08-31T11:22:29+01:00
trial_0014,8,withdrawal_start,17671,104015.455000000,2026-08-31T11:22:36+01:00
trial_0014,8,withdrawal_end,17744,104016.185000000,2026-08-31T11:22:46+01:00
trial_0014,9,transfer_start,19363,104032.374000000,2026-08-31T11:23:07+01:00
trial_0014,9,transfer_end,19476,104033.504000000,2026-08-31T11:23:14+01:00
trial_0014,9,withdrawal_start,19559,104034.334000000,2026-08-31T11:23:21+01:00
trial_0014,9,withdrawal_end,19610,104034.844000000,2026-08-31T11:23:31+01:00
trial_0014,10,transfer_start,20901,104047.753000000,2026-08-31T11:23:49+01:00
trial_0014,10,transfer_end,21024,104048.983000000,2026-08-31T11:23:57+01:00
trial_0014,10,withdrawal_start,21102,104049.763000000,2026-08-31T11:24:02+01:00
trial_0014,10,withdrawal_end,21178,104050.523000000,2026-08-31T11:24:05+01:00
trial_0014,11,transfer_start,22674,104065.482000000,2026-08-31T11:24:30+01:00
trial_0014,11,transfer_end,22804,104066.782000000,2026-08-31T11:24:34+01:00
trial_0014,11,withdrawal_start,22885,104067.592000000,2026-08-31T11:24:41+01:00
trial_0014,11,withdrawal_end,22965,104068.392000000,2026-08-31T11:24:44+01:00
trial_0014,12,transfer_start,24447,104083.211000000,2026-08-31T11:24:56+01:00
trial_0014,12,transfer_end,24549,104084.231000000,2026-08-31T11:24:59+01:00
trial_0014,12,withdrawal_start,24659,104085.331000000,2026-08-31T11:25:10+01:00
trial_0014,12,withdrawal_end,24762,104086.361000000,2026-08-31T11:25:12+01:00
trial_0014,13,transfer_start,26299,104101.730000000,2026-08-31T11:25:28+01:00
trial_0014,13,transfer_end,26406,104102.800000000,2026-08-31T11:25:40+01:00
trial_0014,13,withdrawal_start,26524,104103.980000000,2026-08-31T11:25:48+01:00
trial_0014,13,withdrawal_end,26638,104105.120000000,2026-08-31T11:25:51+01:00
trial_0014,14,transfer_start,28350,104122.238000000,2026-08-31T11:26:06+01:00
trial_0014,14,transfer_end,28478,104123.518000000,2026-08-31T11:26:10+01:00
trial_0014,14,withdrawal_start,28523,104123.968000000,2026-08-31T11:26:17+01:00
trial_0014,14,withdrawal_end,28628,104125.018000000,2026-08-31T11:26:20+01:00
trial_0014,15,transfer_start,30324,104141.977000000,2026-08-31T11:26:40+01:00
trial_0014,15,transfer_end,30453,104143.267000000,2026-08-31T11:26:47+01:00
trial_0014,15,withdrawal_start,30531,104144.047000000,2026-08-31T11:26:57+01:00
trial_0014,15,withdrawal_end,30636,104145.097000000,2026-08-31T11:26:59+01:00
trial_0014,16,transfer_start,32908,104167.816000000,2026-08-31T11:27:34+01:00
trial_0014,16,transfer_end,33044,104169.176000000,2026-08-31T11:27:42+01:00
trial_0014,16,withdrawal_start,33095,104169.686000000,2026-08-31T11:27:47+01:00
trial_0014,16,withdrawal_end,33188,104170.615000000,2026-08-31T11:27:50+01:00
trial_0014,17,transfer_start,34654,104185.275000000,2026-08-31T11:28:08+01:00
trial_0014,17,transfer_end,34774,104186.474000000,2026-08-31T11:28:14+01:00
trial_0014,17,withdrawal_start,34891,104187.644000000,2026-08-31T11:28:27+01:00
trial_0014,17,withdrawal_end,34989,104188.624000000,2026-08-31T11:28:29+01:00
trial_0014,18,transfer_start,36615,104204.883000000,2026-08-31T11:29:04+01:00
trial_0014,18,transfer_end,36770,104206.433000000,2026-08-31T11:29:23+01:00
trial_0014,18,withdrawal_start,36808,104206.813000000,2026-08-31T11:29:27+01:00
trial_0014,18,withdrawal_end,36893,104207.663000000,2026-08-31T11:29:29+01:00
trial_0014,19,transfer_start,38182,104220.552000000,2026-08-31T11:29:48+01:00
trial_0014,19,transfer_end,38308,104221.812000000,2026-08-31T11:30:01+01:00
trial_0014,19,withdrawal_start,38402,104222.752000000,2026-08-31T11:30:10+01:00
trial_0014,19,withdrawal_end,38505,104223.782000000,2026-08-31T11:30:12+01:00
trial_0014,20,transfer_start,41190,104250.630000000,2026-08-31T11:30:27+01:00
trial_0014,20,transfer_end,41346,104252.190000000,2026-08-31T11:30:48+01:00
trial_0014,20,withdrawal_start,41423,104252.960000000,2026-08-31T11:31:02+01:00
trial_0014,20,withdrawal_end,41526,104253.990000000,2026-08-31T11:31:05+01:00
trial_0014,21,transfer_start,43291,104271.639000000,2026-08-31T11:31:20+01:00
trial_0014,21,transfer_end,43495,104273.679000000,2026-08-31T11:31:23+01:00
trial_0014,21,withdrawal_start,43577,104274.499000000,2026-08-31T11:31:26+01:00
trial_0014,21,withdrawal_end,43675,104275.479000000,2026-08-31T11:31:28+01:00
